location_label,description,charger_href,charger_type,lat,lon
Courtyard by Marriott Juarezz,"Mision de los Lagos 9020 Partido Iglesias, Ciudad Juarez, CHH 32668",https://www.tesla.com/findus/location/charger/dc25991,super_charger,,
Edificio Corporativo Vetro D1,"Av. de la Juventud Insurgentes II, Chihuahua, CHH 31207",https://www.tesla.com/findus/location/charger/dc38901,super_charger,,
Fiesta Inn Chihuahua,"Boulevard Antonio Ortiz Mena 2801 Quintas del Sol, Chihuahua, CHH 31250",https://www.tesla.com/findus/location/charger/dc25147,super_charger,,
Fiesta Inn Ciudad Juarez,"Paseo Triunfo de la Republica 3451 Circuito Pronaf, Cd Juarez, CHH 32315",https://www.tesla.com/findus/location/charger/dc25146,super_charger,,
Plaza 3106,"Periferico de la Juventud 3102 Puerta de Hierro, Chihuahua, CHH 31215",https://www.tesla.com/findus/location/charger/dc25913,super_charger,,
Plaza Barrancas,"Bulevar Tomas Fernandez 9050 Campos El iseos, Cd Juarez, CHH 32470",https://www.tesla.com/findus/location/charger/dc35839,super_charger,,
Plaza Cantabria,"Av. Paseo Triunfo de la Republica 5854 Sicomoros, Cd Juarez, CHH 32349",https://www.tesla.com/findus/location/charger/dc35840,super_charger,,
The Lofts,"Avenida de la Juventud 5700 Saucito, Chihuahua, CHH 31110",https://www.tesla.com/findus/location/charger/dc30216,super_charger,,
AC hotel by Marriott Santa Fe,"Juan Salvador Agraz 130 Lomas de Santa Fe, Contadero, Cuajimalpa, CMX 5348",https://www.tesla.com/findus/location/charger/dc29400,super_charger,,
Altezza Palmas,"Av. Paseo de las Palmas 340 Lomas - Virreyes, Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc56853,super_charger,,
Cafe O Lomas,"Calle Monte L├¡bano #245 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc30901,super_charger,,
Centro Comercial Mundo E,"Manuel Avila Camacho 1007 San Lucas Tepetlacalco, Tlalnepantla, CMX 54055",https://www.tesla.com/findus/location/charger/dc20037,super_charger,,
Centro Dinßmico Pegaso,"Carretera Toluca Naucalpan km 52.5 San Mateo Otzacatipan, Toluca de Lerdo, CMX 50220",https://www.tesla.com/findus/location/charger/dc18769,super_charger,,
City Express Ciudad de Mexico Buenavista,"Insurgentes Nte. 226 Santa Maria la Ribera, Ciudad de Mexico, CMX 6400",https://www.tesla.com/findus/location/charger/dc23057,super_charger,,
Club de Golf Mexico,"Glorieta Sur 64 San Buenaventura, Xochimilco, CMX 14620",https://www.tesla.com/findus/location/charger/dc42720,super_charger,,
Club Deportivo Chapultepec,"Calz. Gral. Mariano Escobedo 665 Polanco, Bosque de Chapultepec I Secc,, Miguel Hdalgo, CMX 11590",https://www.tesla.com/findus/location/charger/dc46369,super_charger,,
COPEMSA Bajio,"Bajio No. 322 Esq. Chilpancingo Roma Sur, Cuauhtemoc, CMX 8760",https://www.tesla.com/findus/location/charger/dc31377,super_charger,,
COPEMSA Etiopia,"Anaxagoras No. 302 Esq. con Morena. Narvarte, Benito Juarez, CMX 11550",https://www.tesla.com/findus/location/charger/dc26536,super_charger,,
COPEMSA Gran Plaza,"Palma Norte No. 37 Centro Historico, Cuauhtemoc, CMX 6000",https://www.tesla.com/findus/location/charger/dc30516,super_charger,,
COPEMSA San Juan,"Aranda No.10 Esq. Ayuntamiento Centro, Cuauhtemoc, CMX 6760",https://www.tesla.com/findus/location/charger/dc31376,super_charger,,
COPEMSA Tolstoi,"Mariano Escobedo No. 726 Esq. Leon Tolstoi Nueva Anzures, Miguel Hidalgo, CMX 11590",https://www.tesla.com/findus/location/charger/dc31379,super_charger,,
COPEMSA Vizcainas,"Plaza de las Vizcainas s/n Eje Central Lazaro Cardena, Cuauhtemoc, CMX 6010",https://www.tesla.com/findus/location/charger/dc30514,super_charger,,
Courtyard Mexico City Airport,"Sinaloa 31 Pe├▒├│n de los Ba├▒os, Venunstiano Carranza, CMX 15520",https://www.tesla.com/findus/location/charger/dc14491,super_charger,,
Downtown Santa Fe,"Av. Santa Fe 428 H2O Zedec Santa Fe., Cuajimalpa, CMX 5349",https://www.tesla.com/findus/location/charger/dc51604,super_charger,,
Fiesta Inn Insurgentes Viaducto,"Av. Insurgentes Sur 553 Escandon I Secc, Benito Juarez, CMX 11800",https://www.tesla.com/findus/location/charger/dc18528,super_charger,,
Fiesta Inn Periferico Sur,"Periferico Sur #5530 Col. Pedregal de Carrasco, Coyoacan, CMX 4700",https://www.tesla.com/findus/location/charger/dc18529,super_charger,,
Fiesta Inn Plaza Central Aeropuerto,"Calle Canal Rio Churubusco 1635 Central de Abasto, Iztapalapa, CMX 9040",https://www.tesla.com/findus/location/charger/dc18531,super_charger,,
German Center,"Av Sta Fe 170 Zedec Sta Fe, Alvaro Obregon, CMX 1219",https://www.tesla.com/findus/location/charger/dc35838,super_charger,,
Gran Sur,"Periferico Sur 5550, Pedregal de Carrasco El Caracol, Coyoacan, CMX 4700",https://www.tesla.com/findus/location/charger/dc61804,super_charger,,
Hotel W,"Campos El├¡seos 252 Polanco, Polanco IV Secc,, Deleg. Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc17347,super_charger,,
InterContinental Presidente Santa Fe Mexico,"Juan Salvador Agraz 97 Ave Real, Santa Fe, CMX 5300",https://www.tesla.com/findus/location/charger/dc21301,super_charger,,
Live Aqua Bosques Mexico,"Av. No. Col., Paseo de Los Tamarindos 98 Bosque de las Lomas, Cuajimalpa, CMX 5120",https://www.tesla.com/findus/location/charger/dc17921,super_charger,,
Manacar,"Avenida de los Insurgentes Sur 1457 Insurgentes Mixcoac, Benito Ju├írez, CMX 3230",https://www.tesla.com/findus/location/charger/dc33040,super_charger,,
Pabellon Cuauhtemoc,"Antonio Manuel Anza No. 20 Roma Sur, Cuauhtemoc, CMX 6700",https://www.tesla.com/findus/location/charger/dc31374,super_charger,,
Palacio de Hierro Polanco,"222 Av. Moliere Polanco, Polanco II Secc,, Miguel Hidalgo, CMX 11570",https://www.tesla.com/findus/location/charger/dc17450,super_charger,,
Parque La Mexicana,"Lomas de Santa Fe Contadero, Alvaro Obregon, CMX 1219",https://www.tesla.com/findus/location/charger/dc55496,super_charger,,
Plaza Insurgentes,"San Luis Potosi 214 Roma Nte, Cuauhtemoc, CMX 6700",https://www.tesla.com/findus/location/charger/dc21432,super_charger,,
Plaza Zapamundi,"Avenida Canal de Miramontes 2600-2640 Ciruelos, Coyoacan, CMX 4830",https://www.tesla.com/findus/location/charger/dc29934,super_charger,,
Presidente InterContinental Polanco,"Campos Eliseos 218, Col. Chapultepec Polanco, Polanco IV Secc, Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc21300,super_charger,,
Qubica Lomas,"Volcan 150, Lomas - Virreyes Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc39161,super_charger,,
Samara Santa Fe,"Calle Antonio Dovali Jaime, 70 Zedec Santa Fe, Alvaro Obregon, CMX 1219",https://www.tesla.com/findus/location/charger/dc19072,super_charger,,
Sanborn's Barranca del Muerto,"Av. Barranca del Muerto 479 Merced G├│mez, ├ülvaro Obreg├│n, CMX 1600",https://www.tesla.com/findus/location/charger/dc22767,super_charger,,
Sanborn's Colonia del Valle,"Av de los Insurgentes Sur 882 Colonia Del Valle, Benito Juarez, CMX 3810",https://www.tesla.com/findus/location/charger/dc21426,super_charger,,
Sanborn's Las Aguilas,"Calz. de las Aguilas 1350 Col. Puente Colorado, Alvaro Obregon, CMX 1730",https://www.tesla.com/findus/location/charger/dc22766,super_charger,,
Sanborn's Masaryk,"Hegel 345 Chapultepec Morales, Miguel Hidalgo, CMX 11570",https://www.tesla.com/findus/location/charger/dc20923,super_charger,,
Sanborn's Palmas,"Paseo de Las Palmas 781 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc22739,super_charger,,
Sanborn's San Antonio,"Av Insurgentes Sur 688 Col del Valle Nte, Benito Juarez, CMX 3810",https://www.tesla.com/findus/location/charger/dc21695,super_charger,,
Sanborn's Villa de Cortes,"Calzada de Tlalpan 744 La Moderna, Benito Juarez, CMX 3150",https://www.tesla.com/findus/location/charger/dc23772,super_charger,,
Sanborn's Xochimilco,"Guadalupe I. Ramirez 318 Tepepan San Marcos, Xochimilco, CMX 16050",https://www.tesla.com/findus/location/charger/dc23773,super_charger,,
Sanborn's Xola,"Avenida Xola 1856 Narvarte, Benito Juarez, CMX 3020",https://www.tesla.com/findus/location/charger/dc23771,super_charger,,
Santa Fe Hills,"Av. Vasco de Quiroga 4299 Loma de San Pedro, Ciudad de M├⌐xico, CMX 5370",https://www.tesla.com/findus/location/charger/dc26363,super_charger,,
Sheraton Four Points Roma CDMX,"Av. Alvaro Obregon 38, Roma Nte, Cuauhtemoc, CMX 6700",https://www.tesla.com/findus/location/charger/dc17346,super_charger,,
Sinaloa 195,"Sinaloa 195 Roma Nte, Cuauhtemoc, CMX 6700",https://www.tesla.com/findus/location/charger/dc25998,super_charger,,
Sir Winston Churchill's,"Perif. Blvd. Manuel Avila Camacho 67 Polanco, Lomas de Chapultepec III Secc, Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc33407,super_charger,,
Terraza Pedregal,"Anillo Perif. Blvd. Adolfo Lopez Mateos 4132 Jardines del Pedregal, Cuauhtemoc, CMX 1900",https://www.tesla.com/findus/location/charger/dc31375,super_charger,,
Torre Carso Palmas,"Av. Paseo de las Palmas 781 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc33412,super_charger,,
Torre Optima,"Paseo de las Palmas 405 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc23374,super_charger,,
Torre Optima 3,"Av. Paseo de las Palmas 425 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc23376,super_charger,,
Torre Optima II,"Avenida de las Palmas 275 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc23375,super_charger,,
Torre Reforma 115,"Paseo de La Reforma 115 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc23377,super_charger,,
Walmart Miramontes,"Av. H. Escuela Naval Militar 753 Cipreses, Ciudad de Mexico, CMX 4890",https://www.tesla.com/findus/location/charger/dc20941,super_charger,,
AlSuper Freshmarket San Patricio,"Blvd. Eulaliio Gutierrez Trevino 1890 Fracc. San Patricio, Saltillo, Coahuila",https://www.tesla.com/findus/location/charger/dc34747,super_charger,,
Bosques de Monterreal,"25350 Arteaga, Coah. Carretera San Antonio de las Alazanas (Coahuila 112) Km 32 s/n, Santa Anita del Penasco, Arteaga, Coahuila 25350",https://www.tesla.com/findus/location/charger/dc49612,super_charger,,
Centro Gastronomico il Mercato,"Blvd. Galerias 375 Los Parques, Saltillo, Coahuila 25279",https://www.tesla.com/findus/location/charger/dc24635,super_charger,,
City Express Saltillo Norte,"Perif. Luis Echeverr├¡a 1630 Col 16, Saltillo, Coahuila 25280",https://www.tesla.com/findus/location/charger/dc29404,super_charger,,
Edden Torre 1,"Boulevard Galerias 375-1 Col Parque Centro 16, Saltillo, Coahuila 25279",https://www.tesla.com/findus/location/charger/dc25215,super_charger,,
Edificio de Salud Integral Maria Parque Centro,"Blvd. Galerias Los Parques, Saltillo, Coahuila 25279",https://www.tesla.com/findus/location/charger/dc24636,super_charger,,
Fiesta Inn Saltillo,"Carretera Saltillo - Monterrey No.6607 Zona Industrial, Saltillo, Coahuila 25270",https://www.tesla.com/findus/location/charger/dc20705,super_charger,,
Gamma Torreon,"Calz. Jose Vasconcelos # 1935 Col. Residencial Tecnologico, Torreon, Coahuila 27272",https://www.tesla.com/findus/location/charger/dc25145,super_charger,,
Hotel City Torreon,"Periferico Raul Lopez Sanchez 5500 Residencial el Fresno, Torre├│n, Coahuila 27018",https://www.tesla.com/findus/location/charger/dc29517,super_charger,,
Hotel Mision Torreon,"Calz Paseo de la Rosita 910 Fracc. de la Rosita, Torre├│n, Coahuila 27250",https://www.tesla.com/findus/location/charger/dc29878,super_charger,,
Hotel One Monclova,"Av. La Salle #1909 Fracc. Jard├¡nes de la Salle,, Monclova, Coahuila 25720",https://www.tesla.com/findus/location/charger/dc25162,super_charger,,
Hotel Rincón del Montero,"KM 3 Carretera Parras-Paila Km. 3, Parras de la Fuente, Coahuila 27980",https://www.tesla.com/findus/location/charger/STE2022022200186,super_charger,,
Nicanor,"Blvd. Independencia 2295 Local 17 Piso 2 San Isidro,, Torreon, Coahuila 27100",https://www.tesla.com/findus/location/charger/dc28719,super_charger,,
Plaza Cuatro Caminos,"Blvd. Independencia 1300 Navarro, Torre├│n, Coahuila 27010",https://www.tesla.com/findus/location/charger/dc28718,super_charger,,
Santa Fe Multigas,"Blvd. Republica Ampliacion 1922 Col. Tecnologico, Piedras Negras, Coahuila 26080",https://www.tesla.com/findus/location/charger/dc85939,super_charger,,
Fiesta Inn Colima,"Prolongacion Camino Real 1101 El Diezmo, Colima, COL 28010",https://www.tesla.com/findus/location/charger/dc22976,super_charger,,
Grand Isla Navidad Resort,"Circuito de los Marinos S/N Fraccionamiento Isla Navidad Manzanillo,, Colima, COL 28838",https://www.tesla.com/findus/location/charger/dc21861,super_charger,,
Hotel Mision Colima,"Blvd. Camino Real No. 999 Col. El Diezmo, Colima, COL 28010",https://www.tesla.com/findus/location/charger/dc29866,super_charger,,
Las Hadas by Brisas,"Av. Vista Hermosa y Av. de los Riscos S/N Pen├¡nsula de Santiago, Manzanillo, COL 28667",https://www.tesla.com/findus/location/charger/dc23141,super_charger,,
Wyndham Garden Hotels Colima,"1100, Lat. Tercera Anillo Periferico Residencial Esmeralda Nte, Colima, COL 28010",https://www.tesla.com/findus/location/charger/dc22975,super_charger,,
Zentralia Colima,"Paseo Miguel de la Madrid Hurtado 301 Valle Dorado, Colima, COL 28018",https://www.tesla.com/findus/location/charger/dc21860,super_charger,,
Plaza Cuicuilco,"Av Insurgentes Sur 3500 Pena Pobre, Manantial Pena Pobre, Tlalpan, CMX 14060",https://www.tesla.com/findus/location/charger/dc20924,super_charger,,
City Express Durango,"Blvrd Francisco Villa 4021 20 de Noviembre, Durango, DUR 34234",https://www.tesla.com/findus/location/charger/dc29853,super_charger,,
Fiesta Inn Durango,"Avenida Felipe Pescador 1401 Esperanza, Durango, DUR 34080",https://www.tesla.com/findus/location/charger/dc32000,super_charger,,
Hotel Gobernador,"Oriente, Av 20 de Noviembre 257 Zona Centro, Durango, DUR 34000",https://www.tesla.com/findus/location/charger/dc96543,super_charger,,
Hotel Mision Express Durango,"Blvrd Francisco Villa 4301 20 de Noviembre, Durango, DUR 34208",https://www.tesla.com/findus/location/charger/dc29882,super_charger,,
Town Square Metepec,"Calle Miguel Hidalgo 682 Residencial la Providencia, Providencia, MEX 52177",https://www.tesla.com/findus/location/charger/dc25150,super_charger,,
Andaro Valle de Bravo,"Av. Del Carmen Lote 4 Fracc 33 Avandaro, Valle de Bravo, MEX 51200",https://www.tesla.com/findus/location/charger/dc18020,super_charger,,
BeGrand Park Bosques,"Blvd. Palmas Hills S/N Col. Hacienda de las Palmas, Huixquilucan, MEX 52763",https://www.tesla.com/findus/location/charger/dc49168,super_charger,,
Bosque Real,"Carretera Mexico Huixquilucan No.180 Bosque Real, Naucalpan de Juarez, MEX 52770",https://www.tesla.com/findus/location/charger/dc18576,super_charger,,
City Express Tepotzotlan,"Autopista Mexico-Queretaro, Km. 42.5 S/N Barrio Texcacoa, Cedros, Tepotzotlan, MEX 54600",https://www.tesla.com/findus/location/charger/dc28572,super_charger,,
Courtyard by Marriott Toluca Airport,"Blvd. Miguel Aleman 177 Reforma, San Nicolas Tolentino Otzacatipan, Toluca, MEX 50200",https://www.tesla.com/findus/location/charger/dc29852,super_charger,,
Courtyard by Marriott Toluca Tollocan,"Calle Paseo Matlatzincas 834 Barrio de Zopilocalco Sur, Toluca, MEX 50120",https://www.tesla.com/findus/location/charger/dc29850,super_charger,,
El Santuario - Valle de Bravo,"Carretera a Colorines Km. 4.5 San Gaspar del Lago, Valle de Bravo, MEX 51200",https://www.tesla.com/findus/location/charger/dc17455,super_charger,,
Espacio Esmeralda,"Vφa Dr. Jorge JimΘnez Cant· s/n Bosque Esmeralda, Cd Lopez Mateos, MEX 52930",https://www.tesla.com/findus/location/charger/dc61792,super_charger,,
Fiesta Inn Cuautitlan,"Av. Chalma Esq. Autopista Mexico-Queretaro Lote 8 Jardines de la Hacienda Norte, Cuautitlan Izcalli, MEX 54700",https://www.tesla.com/findus/location/charger/dc20917,super_charger,,
Fiesta Inn Ecatepec,"Av. 1ro. de Mayo s/n Conjunto Urbano Las Americas, Ecatepec de Morelos, MEX 55076",https://www.tesla.com/findus/location/charger/dc20920,super_charger,,
Fiesta Inn Naucalpan,"Periferico Norte, s/n Alce Blanco, Naucalpan de Juarez, MEX 53370",https://www.tesla.com/findus/location/charger/dc20919,super_charger,,
Fiesta Inn Perinorte,"Carretera Mexico-Queretaro Km. 32.5 esq. Ferrocarrilera Lecheria, Tultitlan, MEX 54900",https://www.tesla.com/findus/location/charger/dc18530,super_charger,,
"Fiesta Inn Tlalnepantla, Ciudad de Mexico","Av. Sor Juana Ines de La Cruz 22 Centro, Tlalnepantla, MEX 54000",https://www.tesla.com/findus/location/charger/dc20918,super_charger,,
Fiesta Inn Toluca Centro,"Calle Ignacio Allende Sur #124 Centro, Toluca, MEX 50000",https://www.tesla.com/findus/location/charger/dc20474,super_charger,,
Fiesta Inn Toluca Tollocan,"Paseo Tollocan Oriente 1132 Col. Santa Ana Tlapaltitl├ín, Toluca, MEX 50160",https://www.tesla.com/findus/location/charger/dc20475,super_charger,,
Fly Across,"Aeropuerto Internacional de Toluca Calle 6 Lt 53, San Pedro Totoltepec, Toluca, MEX 50200",https://www.tesla.com/findus/location/charger/dc27535,super_charger,,
Gran Terraza Lomas Verdes,"Colina de la Paz #25 Fracc. Bulevares, Boulevares, Naucalpan de Ju├írez, MEX 53120",https://www.tesla.com/findus/location/charger/dc29931,super_charger,,
Hotel La Muralla,"Calle Uruapan 62 La Michoacana, Metepec, MEX 52166",https://www.tesla.com/findus/location/charger/dc29862,super_charger,,
Mision Grand Valle de Bravo,"Av. Fontana Brava S/N Avandaro, Valle de Bravo, MEX 51200",https://www.tesla.com/findus/location/charger/dc29880,super_charger,,
One Toluca Aeropuerto,"Boulevard Miguel Alem├ín Manzana 1 San Pedro Totoltepec,, Toluca de Lerdo, MEX 50200",https://www.tesla.com/findus/location/charger/dc25479,super_charger,,
PITS - Valle de Bravo I,"Carr. Valle de Bravo - Toluca Km 11, Almoloya de Juarez Centro, MEX 50900",https://www.tesla.com/findus/location/charger/dc48623,super_charger,,
Plaza Tlalne Fashion Mall,"Avenida Sor Juana Ines de La Cruz 280 San Lorenzo Industrial, San Lorenzo, Tlalnepantla, MEX 54033",https://www.tesla.com/findus/location/charger/dc21430,super_charger,,
The Italian Coffee Company,"Autopista Mexico-Puebla Km. 38 + 200 Col. Basana Canutillo, Ixtapaluca, MEX 56643",https://www.tesla.com/findus/location/charger/dc33080,super_charger,,
TK Terraza Grill,"Calle Fuente de Trevi 4 Lomas de Tecamachalco, Naucalpan de Juarez, MEX 53900",https://www.tesla.com/findus/location/charger/dc23958,super_charger,,
Walmart Alfredo del Mazo,"Blvd Alfredo del Mazo 503 Jardines de Tlacopa, Toluca de Lerdo, MEX 50071",https://www.tesla.com/findus/location/charger/dc20944,super_charger,,
Walmart Jesus Del Monte,"Interlomas 5 Bosque de las Palmas, Huixquilucan de Degollado, MEX 52779",https://www.tesla.com/findus/location/charger/dc20921,super_charger,,
Walmart Satelite,"Cto Centro Comercial 19 Cd. Satelite, Naucalpan de Juarez, MEX 53100",https://www.tesla.com/findus/location/charger/dc20922,super_charger,,
Walmart Nino Obrero,"Av. Nino Obrero 1551 Cd del Sol, Zapopan, Guadalajara 45050",https://www.tesla.com/findus/location/charger/dc20943,super_charger,,
Aloft Celaya,"Eje Nor-Oriente Luis Donaldo Colosio Numero 177 Predio Rustico Santa Rosalia, Celaya, GUA 38080",https://www.tesla.com/findus/location/charger/dc29939,super_charger,,
El Palacio del Tiempo - Corralejo,"Km., Irapuato 40 Luis Donaldo Colosio Murrieta, Santa Ana Pacueco, GUA 36660",https://www.tesla.com/findus/location/charger/dc32846,super_charger,,
Fiesta Inn Celaya,"Carr. Panamericana Km. 5 S/N Quinta Bugambilias, Celaya, GUA 38060",https://www.tesla.com/findus/location/charger/dc20702,super_charger,,
Fiesta Inn Leon,"Boulevard Adolfo Lopez Mateos Oriente 2702 Jardines de Jerez, El Desagae, GUA 37530",https://www.tesla.com/findus/location/charger/dc20462,super_charger,,
G100 Guanajuato,"Plaza Gto Puerto Interior De La Paz 102, Lopez Mateos, Silao, GUA 36275",https://www.tesla.com/findus/location/charger/dc19994,super_charger,,
Hacienda Corralejo,"Ex Hacienda Corralejo SN Estacion Corralejo, Penjamo, GUA 36921",https://www.tesla.com/findus/location/charger/dc32835,super_charger,,
Hampton Inn & Suites by Hilton Salamanca Bajio,"km 100 + 500, Mexico 45 San Vicente de flores, Salamanca, GUA 36875",https://www.tesla.com/findus/location/charger/dc37801,super_charger,,
Hampton Inn by Hilton Leon,"Boulevard Adolfo Lopez Mateos 1717 Colonia Los Gavilanes, Leon, GUA 37270",https://www.tesla.com/findus/location/charger/dc26146,super_charger,,
Hotel Mision Comanjilla,"Congregacion Comanjilla Rancho Agua Caliente, Silao, GUA 36270",https://www.tesla.com/findus/location/charger/dc29867,super_charger,,
Hotel One Celaya,"Carretera Km. 5 s/n Panamericana, Celaya, GUA 38060",https://www.tesla.com/findus/location/charger/dc26534,super_charger,,
MAC Celaya,"Ave. Ferrocarril Central 709 Los Laureles, Celaya, GUA 38020",https://www.tesla.com/findus/location/charger/dc18094,super_charger,,
Mision Grand Casa Colorada,"Cerro de San Miguel 13 Lomas de Pozuelos, Guanajuato, GUA 3600",https://www.tesla.com/findus/location/charger/dc33249,super_charger,,
One Irapuato,"Paseo de la Altiplanicie no. 11 Fracc.Villas de Irapuato, Irapuato, GUA 36670",https://www.tesla.com/findus/location/charger/dc30428,super_charger,,
Plaza Cibeles,"Av Mariano J. Garcia 1443 Quinta las Villas, Irapuato, GUA 36643",https://www.tesla.com/findus/location/charger/dc32159,super_charger,,
Plaza La Luciernaga,"Boulevard Jose Manuel Zavala Z. 165 La Luciernaga, San Miguel de Allende, GUA 37745",https://www.tesla.com/findus/location/charger/dc31867,super_charger,,
"Supermercados Internacionales HEB, S.A. de C.V. Leon","Blvd. Cerro Gordo del Campestre #401 Col. Lomas del Campestre, Leon, GUA 37150",https://www.tesla.com/findus/location/charger/dc18740,super_charger,,
Torre Nebra,"Av Cerro Gordo 414 Centro Comercial, Leon, GUA 37120",https://www.tesla.com/findus/location/charger/dc32952,super_charger,,
100% Natural - Diamante,"Boulevard de las Naciones 1 Granjas del Marques, Acapulco, GRO 39890",https://www.tesla.com/findus/location/charger/dc22855,super_charger,,
Banyan Tree Acapulco,"Boulevard Cabo Marques Lte. 1 Punta Diamante, Acapulco, GRO 39907",https://www.tesla.com/findus/location/charger/dc18737,super_charger,,
Encanto Acapulco,"Jacques Cousteau No 51 Col Brisas del Marques, Acapulco, GRO 39390",https://www.tesla.com/findus/location/charger/dc17759,super_charger,,
Fiesta Americana Acapulco,"Avenida Costera Miguel Aleman 97 Fracc. Club Deportivo, Acapulco, GRO 39690",https://www.tesla.com/findus/location/charger/dc17993,super_charger,,
Galerias Diana,"Av Costera Miguel Alem├ín 1926, Magallanes, Acapulco, GRO 39670",https://www.tesla.com/findus/location/charger/dc39530,super_charger,,
Las Brisas Acapulco,"Escenica 5255 Fracc Marina Brisas, Pichilingue, Acapulco, GRO 39867",https://www.tesla.com/findus/location/charger/dc23142,super_charger,,
Pierre Mundo Imperial,"Costera de las Palmas Granjas del Marques, Acapulco, GRO 39890",https://www.tesla.com/findus/location/charger/dc38363,super_charger,,
Princess Mundo Imperial,"Costera de las Palmas Granjas del Marquez, Acapulco, GRO 39890",https://www.tesla.com/findus/location/charger/dc38345,super_charger,,
"Estacion 012918 ""LMOL""","Mexico-pachuca Carretera Federal Km 62+320 Barrio de Santo Tomas, Tolcayuca, HID 43860",https://www.tesla.com/findus/location/charger/dc28239,super_charger,,
Fiesta Inn Pachuca Gran Patio,"Blvd Luis Donaldo Colosio 2009 Los Jales, Pachuca, HID 42064",https://www.tesla.com/findus/location/charger/dc20477,super_charger,,
Gamma Pachuca,"Carretera Mexico Pachuca km. 85.5 Venta Prieta, Pachuca, HID 42080",https://www.tesla.com/findus/location/charger/dc20478,super_charger,,
Los Cochinitos Pachuca,"Carr. Federal Pachuca - Mexico km 52, Pachuca, HID 76837",https://www.tesla.com/findus/location/charger/dc31110,super_charger,,
Hotel Lindo Ajijic,"17A Ángel Flores 17A, Las Salvias, Ajijic, Jalisco 45920",https://www.tesla.com/findus/location/charger/dc874040789,super_charger,,
Aeropuerto Guadalajara,"Carr. Guadalajara Chapala Km 17.5, Guadalajara, JAL 45659",https://www.tesla.com/findus/location/charger/dc20680,super_charger,,
Aerotron Guadalajara,"Hangar 1 Aeropuerto Internacional, Miguel Hidalgo, JAL 45659",https://www.tesla.com/findus/location/charger/dc26736,super_charger,,
Aerotron Vallarta,"Hangar Aeropuerto Puerto Vallarta 1 Villa Las Flores,, Puerto Vallarta, JAL 48335",https://www.tesla.com/findus/location/charger/dc26737,super_charger,,
Cafe Barbera Providencia,"Av. Providencia 2848 Providencia 4a. Seccion, Providencia 4a. Secc, Guadalajara, JAL 44639",https://www.tesla.com/findus/location/charger/dc28430,super_charger,,
Campestre los Encinos,"Carretera Tapalpa a Guadalajara Km 2.5, Tapalpa, JAL 49340",https://www.tesla.com/findus/location/charger/dc26416,super_charger,,
Cortijo Las Ca├▒adas,"San Isidro Sur S/N Las Ca├▒adas, Zapopan, JAL 45206",https://www.tesla.com/findus/location/charger/dc35613,super_charger,,
El Fogon del Pibe,"Av Adolfo Lopez Mateos Sur 4545 Boyero, Zapopa, JAL 45070",https://www.tesla.com/findus/location/charger/dc55049,super_charger,,
Eleganzza Auto Spa,"Diagonal Golfo de Cortes 2875 Vallarta Nte, Guadalajara, JAL 44690",https://www.tesla.com/findus/location/charger/dc55555,super_charger,,
Fiesta Americana Guadalajara,"Av. Aurelio Aceves No. 225 Vallarta Poniente, Guadalajara, JAL 44110",https://www.tesla.com/findus/location/charger/dc18533,super_charger,,
Fiesta Americana Puerto Vallarta All Inclusive & Spa,"Av. Francisco Medina Ascencio Km. 2.5 Zona Hotelera,, Puerto Vallarta, JAL 48333",https://www.tesla.com/findus/location/charger/dc20457,super_charger,,
Fiesta Inn Guadalajara Expo,"Avenida Mariano Otero 1550 Col. Rinconada del Sol, Guadalajara, JAL 45055",https://www.tesla.com/findus/location/charger/dc18534,super_charger,,
Gran Terraza Belenes,"Av. Laureles 1300 Parque Industrial Belenes,, Zapopan, JAL 45138",https://www.tesla.com/findus/location/charger/dc29936,super_charger,,
Hacienda del Lago Boutique Hotel & Restaurant,"Independencia 63 Centro,, Ajijic, JAL 45920",https://www.tesla.com/findus/location/charger/dc75436,super_charger,,
Icon Tower 23,"Av. Empresarios 255 Puerta de Hierro, Zapopan, JAL 45116",https://www.tesla.com/findus/location/charger/dc33457,super_charger,,
Illy Cafe,"Av. Providencia 2969b Providencia 4a. Secc, Guadalajara, JAL 44630",https://www.tesla.com/findus/location/charger/dc20360,super_charger,,
